EmployeeID,Name,Gender,Citizenship,Languages,Department,Salary,SSN,Age,Years of Experience
8241,Hannah Brown,Female,USA,"French, Mandarin",Sales,111006,555-59-4410,32,11
8242,Christopher Benitez,Female,China,Hindi,Marketing,83476,717-20-0782,42,21
8243,Julie Jones,Female,USA,None,Operations,97106,086-44-1247,27,6
8244,Jason Davis,Male,India,None,Operations,142694,792-79-9998,33,12
8245,Tina Anderson,Male,India,None,I/T,76108,142-55-1550,22,1
8246,Robert Willis,Female,China,"Spanish, French",Human Resource,86904,545-15-0168,48,27
8247,Morgan Barnes,Male,USA,Spanish,I/T,105709,774-25-5733,37,16
8248,Mark Mahoney,Female,Canada,None,Product,143348,872-48-1275,34,13
8249,Lori Walker,Female,USA,Hindi,Administrative,53244,625-50-8247,42,21
8250,Leslie Dominguez,Female,USA,"French, Mandarin",Operations,85041,760-37-1475,38,17
8251,Nicole Smith,Female,USA,French,Product,69095,727-24-4050,33,12
8252,Brenda Harris,Female,USA,"Arabic, Mandarin",I/T,144279,497-83-9247,56,35
8253,Johnathan Nguyen,Male,USA,"French, Mandarin",Product,97349,738-42-6421,39,18
8254,Mr. John Smith Jr.,Female,USA,"Spanish, French",Product,106921,286-07-5844,23,2
8255,Gregory Mendez,Female,USA,"French, Hindi",Administrative,112060,427-60-4510,53,32
8256,Kelly Barr,Male,USA,None,Product,90330,200-20-6667,23,2
8257,Erin Perez,Male,Canada,None,Finance,134546,452-46-1400,30,9
8258,Christopher Aguirre,Female,USA,"Mandarin, Hindi",I/T,67926,247-67-4060,54,33
8259,Rodney Larsen,Female,China,None,Operations,130725,138-31-9003,29,8
8260,Danielle Cox,Female,USA,Mandarin,Operations,124131,603-24-7360,31,10
8261,Ann Harper,Female,India,None,Operations,72007,337-70-4278,28,7
8262,Mary Soto,Male,USA,Spanish,Operations,127993,367-15-0114,60,39
8263,Maria Davidson,Male,USA,Hindi,Sales,70152,056-85-4025,60,39
8264,Debra Murray,Female,USA,Hindi,Operations,114285,090-28-6491,39,18
8265,Laura Swanson,Male,USA,"French, Spanish",Marketing,72357,078-64-8525,35,14
8266,James James,Female,South Korea,Spanish,Operations,51274,804-64-6283,60,39
8267,Mr. Dakota Jacobson,Male,India,Hindi,Operations,113158,504-94-9101,31,10
8268,Gary Berry,Female,USA,French,Operations,100964,264-83-1863,37,16
8269,Laura Gomez,Female,USA,None,Legal,111786,587-63-9485,48,27
8270,Nicholas Holt,Female,Mexico,Mandarin,Human Resource,115674,414-81-5467,39,18
8271,Ann Shelton,Male,India,None,Sales,85000,092-64-6544,53,32
8272,Roy Knight,Male,USA,Arabic,Product,95707,501-53-0142,62,41
8273,Jessica Thompson,Female,China,"French, Arabic",Operations,127824,083-60-4980,64,43
8274,Elizabeth Cardenas,Male,USA,"Arabic, Mandarin",Sales,123472,714-54-4911,26,5
8275,Jeffrey Johnson,Male,India,Hindi,Marketing,100817,466-89-6305,33,12
8276,Amanda Hunter,Male,Canada,Spanish,I/T,85478,780-83-0237,39,18
8277,Dennis Martin,Male,USA,None,Operations,145594,706-80-8222,61,40
8278,Jennifer Beard,Female,India,None,Product,130057,640-11-5821,27,6
8279,Donna Lowery,Male,USA,"French, Hindi",I/T,118566,303-69-2607,31,10
8280,Debra Barron,Female,USA,"Mandarin, Arabic",Sales,55363,001-99-4618,23,2
8281,Renee Davis,Female,USA,"French, Spanish",Product,51835,367-58-2088,41,20
8282,Christopher Johnson,Female,USA,"Arabic, Hindi",Product,110485,584-72-6789,34,13
8283,Mr. Eric Holt,Male,India,"Spanish, Mandarin",Sales,134957,330-26-5184,51,30
8284,Sharon Barton,Female,USA,Hindi,Product,147449,283-22-4535,40,19
8285,Kyle Nguyen,Male,USA,"French, Spanish",Operations,61517,730-76-0940,32,11
8286,Mark Brown,Male,China,Arabic,Finance,144237,892-99-2588,28,7
8287,Steve Wagner,Female,China,Spanish,Product,89730,628-87-0441,33,12
8288,Vanessa Everett,Female,USA,"Mandarin, Hindi",Product,82883,319-37-6142,49,28
8289,Angela Diaz,Female,Canada,"Spanish, Mandarin",Marketing,137995,789-03-7990,60,39
8290,Sherri Hood,Male,USA,French,Marketing,89569,294-78-8234,23,2
8291,Chris West,Male,India,"Mandarin, Hindi",Administrative,90704,241-21-6969,50,29
8292,Cassandra Griffin,Female,China,None,Administrative,113566,733-39-0430,57,36
8293,Ryan Harris,Male,USA,Hindi,Administrative,139926,802-64-8160,37,16
8294,Alicia Schneider MD,Male,India,None,I/T,87812,250-40-0381,63,42
8295,Randy Stewart,Female,China,Spanish,Sales,136506,622-20-0154,35,14
8296,Elizabeth Martinez,Female,China,Arabic,Human Resource,64267,553-85-4722,51,30
8297,Amanda Smith,Male,China,"Mandarin, Arabic",Administrative,148079,620-05-2754,55,34
8298,Derrick Robles,Male,Taiwan,"Mandarin, Spanish",I/T,80885,421-50-6334,51,30
8299,John Hunt,Female,USA,None,Product,124725,421-82-2286,32,11
8300,Emily Simpson,Female,China,"Spanish, Arabic",Operations,67000,827-16-0550,57,36
8301,Joseph White,Female,India,None,Product,126817,724-39-3561,24,3
8302,Charles Adams,Female,USA,None,Finance,60976,323-95-8614,56,35
8303,Scott Gonzalez,Female,USA,None,Finance,136574,300-36-9110,51,30
8304,Mathew Larson,Male,China,"French, Spanish",Human Resource,144777,547-45-6182,40,19
8305,Cynthia Evans,Male,India,"Arabic, Spanish",Operations,102716,139-80-9091,32,11
8306,Taylor Hines,Male,Philippines,"French, Mandarin",Operations,53735,560-03-1924,65,44
8307,Donald Rollins,Female,India,"Hindi, Mandarin",Product,57580,515-42-0342,41,20
8308,Amber Chambers,Male,USA,None,Sales,69978,530-85-2586,56,35
8309,Daniel Townsend,Female,USA,Spanish,Marketing,139399,412-48-4642,57,36
8310,Amy Mcdaniel,Female,India,"French, Spanish",I/T,65346,461-95-2524,26,5
8311,Janet Moore,Male,USA,"Hindi, French",Human Resource,67967,554-50-4932,32,11
8312,Alan Hill,Male,USA,Hindi,Sales,113101,005-85-6873,32,11
8313,Zachary Williams,Female,USA,"Spanish, French",Product,111933,502-99-9174,24,3
8314,Michael Simmons,Female,South Korea,None,Operations,101750,490-69-9610,32,11
8315,Sally Bishop,Female,USA,"Arabic, Mandarin",Sales,122675,437-26-3795,30,9
8316,Manuel Parker,Female,USA,"Mandarin, Hindi",Sales,55570,794-63-0690,37,16
8317,Karen Ward,Female,India,Hindi,Operations,120815,386-09-6863,37,16
8318,Daniel Hoover,Female,USA,None,Human Resource,75451,238-68-7128,52,31
8319,Alan Garcia,Female,USA,Hindi,Operations,92144,505-67-1629,64,43
8320,Robert Garcia,Female,India,"Hindi, French",Marketing,105629,529-64-1384,63,42
8321,David Davis,Female,China,None,Sales,112188,530-05-1965,50,29
8322,Bryan Walker,Female,India,Arabic,Operations,134982,794-40-9174,33,12
8323,April Vega,Female,India,None,Product,109290,497-59-3129,26,5
8324,William Sherman,Male,USA,"Spanish, Arabic",Sales,93149,614-63-3626,57,36
8325,Robert Lee,Male,USA,None,Product,69025,155-69-7738,48,27
8326,Shawn Butler,Female,Canada,Spanish,Operations,61659,679-52-3032,30,9
8327,Emily Mack,Female,USA,None,Human Resource,103949,490-69-9026,32,11
8328,Angela Martinez,Male,India,None,I/T,70201,333-03-2965,40,19
8329,Anne Cabrera,Female,USA,None,Marketing,146459,710-03-3497,61,40
8330,Shannon Morales,Female,USA,Hindi,Product,64636,842-49-4313,31,10
8331,Tracey Hopkins,Female,USA,None,Administrative,105450,411-42-6715,44,23
8332,David Douglas,Female,China,None,I/T,85689,268-74-3694,54,33
8333,Scott Jackson,Male,USA,Arabic,Administrative,59864,113-35-5416,29,8
8334,Linda Higgins,Male,USA,None,Human Resource,88084,849-57-7113,26,5
8335,Jake Gomez,Female,USA,Arabic,Sales,147608,711-60-0690,61,40
8336,Allison Marquez,Female,China,None,Administrative,67460,738-15-6744,64,43
8337,Katie Alexander,Male,India,"Spanish, French",Operations,51163,634-71-1803,51,30
8338,Brian Adams,Female,China,Hindi,Sales,129689,538-21-4052,58,37
8339,Monica Bell,Female,USA,None,I/T,92328,826-88-5640,65,44
8340,Craig Rocha,Female,USA,"French, Mandarin",Sales,137374,432-90-7337,32,11
8341,Kevin Le,Female,Mexico,Hindi,Operations,136234,467-92-3310,24,3
8342,Justin Smith,Male,USA,None,Marketing,117004,671-86-1809,47,26
8343,Frank Rush,Male,USA,"Arabic, Mandarin",Operations,146464,510-70-0071,63,42
8344,Terry Roberts,Male,India,None,Operations,115035,625-30-4357,23,2
8345,Patrick Miller,Female,USA,Arabic,Sales,73740,705-03-0672,41,20
8346,Matthew Sanders,Male,Taiwan,"Hindi, Spanish",Administrative,123737,346-22-3008,24,3
8347,Jason Schroeder,Male,USA,"Hindi, Spanish",Human Resource,83287,003-09-9523,42,21
8348,Frank Turner,Male,India,"Spanish, Mandarin",Marketing,68075,684-83-1131,41,20
8349,Maria Harvey,Female,India,"Mandarin, Arabic",Operations,120194,861-83-1446,56,35
8350,Raymond Mcmahon,Male,South Korea,Arabic,Operations,73597,457-63-5588,30,9
8351,David Pierce,Female,USA,None,Human Resource,127438,039-55-9419,38,17
8352,Robert Gates,Male,Canada,None,Sales,62376,207-02-1394,27,6
8353,James Pierce,Female,USA,Mandarin,Administrative,143161,616-89-5403,57,36
8354,Mario Moore,Male,China,"Mandarin, Spanish",Marketing,75667,307-45-3708,53,32
8355,Nancy Cook,Male,China,Mandarin,I/T,70046,687-29-8206,46,25
8356,Michael Nguyen,Female,USA,"Hindi, Arabic",Product,126079,019-09-4167,25,4
8357,Devin Lawrence,Female,USA,None,Legal,69770,841-93-4667,45,24
8358,Shelby Curtis,Male,Mexico,"Hindi, Mandarin",Product,105639,667-67-8453,43,22
8359,Shelia Delgado,Male,India,None,Finance,105959,883-48-2229,46,25
8360,Amanda Woods,Male,USA,None,I/T,88365,813-68-1014,31,10
8361,Jennifer Hall,Male,USA,"Mandarin, French",Product,66687,627-60-3668,56,35
8362,Barbara Dickerson,Male,India,"Mandarin, Spanish",Product,129679,142-52-2021,57,36
8363,Stephanie Roberts,Female,Philippines,None,Marketing,69441,008-03-5151,34,13
8364,Jeffrey Wells DVM,Male,USA,"Spanish, French",Legal,99854,042-10-8813,40,19
8365,Hannah Bowman,Male,USA,None,I/T,121782,712-09-6516,42,21
8366,Charles Mcguire,Female,India,Arabic,Operations,146094,315-02-8606,57,36
8367,Ryan Hartman MD,Male,USA,"Spanish, Arabic",Operations,94604,531-93-8499,38,17
8368,Russell Stevenson,Male,USA,"Spanish, French",Operations,55351,202-18-5409,22,1
8369,Lori Shaw,Female,Philippines,None,Sales,77126,266-84-9394,24,3
8370,Taylor Rodriguez,Female,USA,None,Product,70201,460-14-1912,54,33
8371,Jo Nelson,Female,India,Mandarin,Administrative,57385,199-20-4029,62,41
8372,Sarah Mann,Female,USA,Arabic,Sales,67218,621-69-0831,39,18
8373,Erik Anderson,Female,USA,"French, Arabic",Product,74262,586-51-9802,40,19
8374,Lindsey Schmidt,Female,China,"Mandarin, French",Operations,116757,718-19-0166,24,3
8375,Joseph Wilson,Male,India,None,Marketing,126638,538-26-5455,45,24
8376,Tonya Benson,Male,China,Spanish,Product,63358,261-14-7454,65,44
8377,Judith Evans,Female,USA,Arabic,Administrative,135101,194-21-1352,54,33
8378,Morgan Howard,Female,USA,None,I/T,54379,680-68-4207,51,30
8379,Beverly Dickerson,Male,China,"Arabic, Mandarin",Legal,87002,548-49-3053,40,19
8380,Katrina Davis,Female,Philippines,"Spanish, Hindi",I/T,54346,494-66-7789,42,21
8381,Leah Frey,Male,USA,Spanish,I/T,138991,247-99-9994,56,35
8382,Gabriel Ray,Female,USA,French,Administrative,142543,466-21-8033,43,22
8383,Luis Mendoza,Female,USA,"Mandarin, Arabic",Marketing,128746,488-46-2880,59,38
8384,Catherine Russell,Female,USA,"French, Arabic",I/T,129053,232-68-9210,65,44
8385,Theresa Perkins,Male,USA,None,Operations,95604,696-86-0842,43,22
8386,Allison Duran,Female,USA,None,Marketing,50747,430-47-4535,63,42
8387,Patricia Larson,Male,China,None,Human Resource,85415,414-86-8937,56,35
8388,Connie Pratt,Male,USA,"French, Spanish",Operations,107837,034-05-9376,28,7
8389,Jessica Marks,Female,USA,"Mandarin, French",Human Resource,63753,896-81-6159,40,19
8390,Amanda Wright,Female,USA,"Spanish, Mandarin",I/T,144821,477-70-8869,57,36
8391,Angela Walker,Female,China,"Arabic, French",Legal,146778,106-37-3926,27,6
8392,Wesley Peters,Male,USA,None,Operations,129228,743-84-4937,44,23
8393,Tyler Willis,Male,USA,Arabic,Human Resource,113372,212-84-8388,26,5
8394,Stephen Wilson,Male,USA,"Spanish, Hindi",Finance,57235,085-64-7937,42,21
8395,Robert Hunter,Male,USA,"Hindi, Mandarin",Operations,97257,074-07-9720,35,14
8396,Christina Perez,Male,USA,Arabic,Administrative,90323,131-09-1820,23,2
8397,Denise Hodges,Male,USA,"Arabic, French",Human Resource,104753,629-45-6776,46,25
8398,Abigail Owen,Male,USA,"Mandarin, Arabic",Marketing,130152,603-08-6878,61,40
8399,James Patterson,Female,China,"French, Mandarin",Human Resource,71192,645-84-7778,55,34
8400,Francisco Campbell,Male,USA,Hindi,I/T,124990,804-32-1581,50,29
8401,Meagan Peterson,Male,China,None,Human Resource,140697,262-51-5529,44,23
8402,Rebecca Cook,Female,USA,"Hindi, Mandarin",I/T,126854,553-50-4405,60,39
8403,Stephanie Franklin,Female,China,"Spanish, Mandarin",Sales,64654,329-80-5851,48,27
8404,Jodi Monroe,Male,Canada,None,Operations,82540,535-47-6042,30,9
8405,Sharon Stuart,Female,Canada,"Arabic, Spanish",Human Resource,82884,758-29-7687,38,17
8406,Kelly Keller,Male,USA,Spanish,Operations,145202,725-10-2514,54,33
8407,Kaitlyn Barnes,Female,China,Mandarin,I/T,59894,519-52-5009,43,22
8408,Barbara Harris,Male,India,"Mandarin, Arabic",Legal,134902,841-80-9094,51,30
8409,Jay Vega,Female,USA,"Spanish, Hindi",Operations,105403,823-89-3654,45,24
8410,Mr. Miguel Ortiz,Male,USA,French,Operations,81309,066-35-8693,47,26
8411,Valerie Coleman,Female,India,French,I/T,52849,509-73-6858,64,43
8412,Jason Peterson,Male,USA,None,I/T,51569,847-43-6270,32,11
8413,James Michael,Male,Philippines,Hindi,Operations,84274,293-62-8607,50,29
8414,Sonya Morris,Female,USA,None,Operations,125633,393-15-6132,37,16
8415,Zachary Brown,Male,USA,None,I/T,97571,794-16-6371,63,42
8416,Bruce Strong,Female,USA,"Mandarin, Spanish",Operations,86739,439-08-7294,51,30
8417,Taylor Frey,Female,Canada,None,Sales,77684,062-67-5884,52,31
8418,Tina Wilson,Female,USA,Mandarin,Sales,100104,144-87-4810,29,8
8419,Steven Lloyd,Male,USA,None,Sales,128685,163-79-7392,52,31
8420,Michael Smith,Male,USA,Hindi,Operations,98004,301-42-6734,50,29
8421,John Salas,Female,China,Mandarin,Human Resource,78994,109-21-7301,59,38
8422,Logan Rogers,Male,Philippines,"Mandarin, Hindi",I/T,124942,815-02-3050,62,41
8423,James Simpson,Male,USA,None,Operations,100286,435-98-0995,52,31
8424,Ariel King,Female,USA,None,Product,72038,563-87-0608,47,26
8425,Emily Fisher,Male,China,"French, Spanish",Operations,73801,402-21-9886,56,35
8426,Jasmine Smith,Male,USA,"Mandarin, Hindi",Product,95868,790-99-1167,39,18
8427,Jessica Lee,Male,USA,None,Sales,145486,866-12-1612,49,28
8428,Christian Moore,Female,USA,None,Operations,107125,523-68-3784,53,32
8429,Heather Haney,Female,USA,None,Marketing,57066,222-15-5003,43,22
8430,Scott Mcconnell,Female,USA,None,Sales,93191,783-20-4851,25,4
8431,Amy Stanton,Male,USA,"Arabic, Hindi",Product,129827,520-40-0173,42,21
8432,William Ellison,Female,China,None,Operations,103210,171-73-5970,43,22
8433,Garrett Morton,Female,India,None,Product,119471,106-28-8109,62,41
8434,Rebecca Powell,Female,China,French,Finance,76836,412-50-4890,37,16
8435,Karen Jones,Male,USA,"Spanish, French",Sales,73000,820-90-8627,29,8
8436,Mr. Joseph Griffin,Male,USA,"Spanish, Mandarin",Administrative,111713,826-17-4464,45,24
8437,Robert Walsh,Female,China,None,Human Resource,100078,558-85-1047,65,44
8438,Joshua Scott,Female,USA,None,Operations,135510,555-22-5142,37,16
8439,Breanna Williams,Female,China,None,Finance,71274,748-04-0928,45,24
8440,Courtney Ramirez,Male,India,Hindi,I/T,110282,436-13-3431,28,7
8441,Ivan Roberts,Male,USA,None,Product,140545,829-44-5593,27,6
8442,Ryan Barajas,Female,Canada,Spanish,Finance,116166,350-49-2366,24,3
8443,Nicholas Johnston,Male,USA,None,Sales,125261,419-99-6304,43,22
8444,Dorothy Lynch,Male,USA,None,Administrative,76905,590-10-8460,58,37
8445,Ronald Baxter,Female,USA,None,Product,74857,893-09-0645,57,36
8446,Michelle Marshall,Male,USA,"Mandarin, Hindi",Sales,120850,896-25-0799,50,29
8447,James Hines,Female,Canada,None,Product,119677,194-65-9225,25,4
8448,Edgar Zuniga,Male,USA,"French, Hindi",I/T,118471,770-82-7284,56,35
8449,William Shelton,Female,India,None,Product,71752,401-55-6800,23,2
8450,David Ayers,Male,USA,"French, Mandarin",Marketing,118817,600-81-7246,23,2
8451,James Higgins,Male,Canada,French,Operations,73402,569-04-6375,32,11
8452,Deanna Ruiz,Male,India,Spanish,Operations,57881,677-51-9104,30,9
8453,Michelle Lopez,Male,India,"Spanish, French",Operations,142772,693-54-2744,36,15
8454,Judith Guerra,Female,USA,"Spanish, Arabic",Operations,133185,157-78-5750,52,31
8455,Veronica Carlson,Male,USA,None,Product,59257,149-60-0010,40,19
8456,Katherine Hernandez,Female,USA,Arabic,Marketing,51012,331-43-0703,31,10
8457,Julie Nixon,Male,USA,None,Human Resource,53303,376-42-2523,57,36
8458,Kevin Williams,Male,China,None,Product,126854,207-17-2106,27,6
8459,Kenneth Howard,Male,Philippines,"Arabic, Mandarin",Human Resource,56364,489-05-0143,61,40
8460,Diana Sanders,Female,USA,"French, Hindi",Operations,69157,227-30-4676,51,30
8461,Michael Bennett,Female,USA,None,Product,66398,651-28-4346,27,6
8462,Joel Esparza,Male,USA,Spanish,Product,72653,160-43-0920,49,28
8463,Ricky Cunningham,Male,USA,None,Operations,134014,245-15-0699,53,32
8464,Matthew Gibson,Male,USA,"Hindi, Spanish",Finance,148721,808-77-4228,65,44
8465,Dominic Johnson,Female,USA,None,Administrative,78235,352-81-9683,35,14
8466,James Jacobs,Male,China,"French, Spanish",Finance,101736,102-89-0908,23,2
8467,Patrick Williams,Male,USA,None,Human Resource,111371,340-36-5850,62,41
8468,Leslie Rogers MD,Male,USA,None,Operations,67217,757-54-3014,49,28
8469,Melissa Knight,Male,USA,Spanish,Administrative,69782,819-76-5939,34,13
8470,Claire Barton,Female,USA,Mandarin,Operations,132326,046-96-6723,55,34
8471,Daniel Savage,Male,China,None,Operations,125045,754-14-4725,25,4
8472,Michael Williams,Male,USA,Mandarin,I/T,126959,855-30-3600,59,38
8473,Michael Dean,Male,USA,"Arabic, Mandarin",Sales,85849,512-82-8299,52,31
8474,Daniel Foster,Male,China,"Spanish, French",Product,63636,838-55-0846,27,6
8475,David Bailey,Female,USA,None,Operations,69226,595-51-0664,26,5
8476,Barbara Jimenez,Male,India,Spanish,Administrative,144020,274-01-2769,22,1
8477,Stacey Ayala,Female,USA,"French, Arabic",Product,89398,583-27-6074,29,8
8478,Mark Delgado,Male,USA,"Hindi, Arabic",Product,56306,122-56-5378,25,4
8479,Jill Bennett,Female,South Korea,Spanish,Product,72377,625-26-2844,35,14
8480,Tanya Strickland DVM,Female,USA,None,Marketing,61560,591-63-8755,57,36
8481,Nancy Rodriguez,Male,India,None,Operations,55589,001-44-4039,53,32
8482,Maria Grimes,Male,USA,"Spanish, French",Legal,141550,387-31-3787,58,37
8483,Shannon Madden,Male,USA,"Arabic, Mandarin",Product,122862,237-99-6392,60,39
8484,Kenneth Davis,Male,USA,"Hindi, Spanish",Marketing,73587,282-98-0891,25,4
8485,Brandy Little,Female,Canada,None,Marketing,123718,810-95-1294,48,27
8486,Christine Sanford,Female,USA,None,Operations,127871,813-64-5974,25,4
8487,Brian Black,Male,USA,Mandarin,I/T,88411,128-07-4167,57,36
8488,Miss Laura Hall,Male,USA,"French, Arabic",Sales,139395,323-88-4446,64,43
8489,Charles Smith,Male,USA,French,Sales,115949,840-88-3660,63,42
8490,Justin Dillon,Female,USA,"French, Mandarin",Product,58536,386-70-2773,65,44
8491,Russell Rose,Male,India,Hindi,Operations,147805,763-28-0952,51,30
8492,Kenneth Conner,Female,Canada,None,Marketing,115651,581-24-7919,51,30
8493,Evelyn Middleton,Male,USA,None,Legal,82079,352-50-4524,46,25
8494,Nicole Cook MD,Female,USA,None,Sales,67799,883-58-1606,57,36
8495,Kristin Christian,Female,USA,"Mandarin, Spanish",Legal,136296,455-53-4276,22,1
8496,Jeffrey Cordova,Male,Philippines,"Mandarin, Hindi",Legal,78258,827-56-3889,23,2
8497,Mr. Chase Bailey,Female,USA,None,Human Resource,101227,578-39-1176,30,9
8498,Shannon Douglas,Male,South Korea,"Hindi, Mandarin",Marketing,78137,234-99-7593,25,4
8499,David Costa,Male,India,None,Operations,86637,726-05-4256,36,15
8500,Mary Vang,Male,USA,French,I/T,104246,066-45-4240,62,41
8501,Joseph Brandt,Male,USA,Arabic,I/T,67610,261-70-8841,59,38
8502,Jonathan Crosby,Male,India,French,I/T,132404,674-13-6107,42,21
8503,William Blackburn,Female,South Korea,None,I/T,129912,373-69-2923,37,16
8504,Christine Dixon,Female,USA,None,Marketing,140931,622-69-1490,60,39
8505,Emily Ward PhD,Male,USA,Arabic,Sales,117193,517-68-2099,46,25
8506,Rose Cole,Male,USA,None,Operations,61166,034-85-7372,37,16
8507,Brandon Stokes,Male,USA,None,Operations,143295,831-62-4674,26,5
8508,Christina Williams,Female,USA,Mandarin,Marketing,95108,259-57-3059,54,33
8509,James Richards,Female,USA,"Hindi, Mandarin",Operations,134794,499-13-7057,49,28
8510,Briana Chambers PhD,Male,USA,"French, Spanish",Legal,122131,086-77-1576,34,13
8511,Olivia Reeves,Female,USA,French,Sales,131885,887-30-3546,47,26
8512,Gregory Lowery,Male,India,None,Operations,72280,137-46-9803,62,41
8513,Shawn Russell,Female,India,"Mandarin, French",Operations,138645,154-85-1150,24,3
8514,Gerald Lee,Male,USA,None,Administrative,127049,144-12-5459,60,39
8515,Jeremy Sandoval,Male,Canada,Arabic,Sales,72353,289-23-3539,48,27
8516,Joel Brown,Male,India,"Hindi, Arabic",Operations,78149,784-11-1857,37,16
8517,Sharon Lee,Female,USA,"Arabic, Spanish",I/T,100998,747-14-6014,30,9
8518,John Potter,Female,USA,None,Product,135149,746-35-4345,37,16
8519,Ronald Taylor,Male,USA,"Spanish, Mandarin",Administrative,101720,456-58-0598,42,21
8520,Donna Ross,Male,USA,None,Operations,149059,092-41-2088,50,29
8521,Debra Rivera,Male,USA,"French, Hindi",Finance,83476,631-57-7776,52,31
8522,Taylor Brown,Male,China,Spanish,Sales,111499,333-85-3980,58,37
8523,Kevin Boyd,Male,China,None,Marketing,138760,223-90-0215,40,19
8524,Erin Williams,Male,USA,None,Operations,106947,165-03-4478,32,11
8525,Lisa Shaffer,Male,USA,Arabic,Administrative,148745,256-07-2672,54,33
8526,Heather Perkins,Female,USA,Hindi,Operations,147010,435-11-8449,26,5
8527,Charles Walker,Female,USA,None,Operations,75373,582-55-2553,44,23
8528,Shawn Baker,Female,USA,Spanish,Administrative,107079,451-31-0588,28,7
8529,Jeffrey Johnson,Male,USA,Hindi,Product,99783,758-65-8480,34,13
8530,John Salinas,Female,China,"Arabic, Mandarin",Finance,86471,542-55-2108,28,7
8531,Karen Collins,Female,India,Hindi,Operations,86637,213-03-1215,43,22
8532,Melissa Roberts,Female,USA,Mandarin,Administrative,56628,062-26-4442,38,17
8533,Gregory Collier,Female,USA,"Spanish, French",Product,136502,750-94-5450,42,21
8534,Stephanie Li,Female,India,"Mandarin, Hindi",Legal,140704,109-55-1780,60,39
8535,Lynn Powers,Male,China,"Hindi, French",Sales,144456,302-69-9838,57,36
8536,David Taylor,Male,China,"Mandarin, Arabic",Marketing,76971,402-74-5881,24,3
8537,Cynthia Cook,Female,China,"French, Mandarin",Product,116889,119-46-0230,22,1
8538,Connie Craig,Female,Taiwan,"Hindi, French",Marketing,54098,168-67-7099,29,8
8539,Joseph Jones,Female,USA,Mandarin,I/T,146968,062-90-6574,31,10
8540,Diane Hoffman,Male,China,French,Finance,90697,224-08-0182,58,37
8541,Richard Andrade,Female,USA,None,Sales,109459,195-77-5928,40,19
8542,Jason Burton,Male,USA,None,I/T,99306,797-60-3372,29,8
8543,Laurie Norman,Male,USA,None,Sales,103919,799-25-0728,42,21
8544,Elizabeth Greene,Male,Canada,None,Human Resource,65918,713-62-0830,46,25
8545,Dr. Kelly Watts MD,Male,USA,"Arabic, Spanish",Legal,146533,055-73-6246,55,34
8546,Mark Page,Male,USA,"Hindi, Mandarin",Operations,146494,555-14-7655,24,3
8547,Teresa Reeves,Male,USA,"Spanish, Arabic",Operations,144884,520-41-4939,46,25
8548,Margaret Davis,Female,USA,Mandarin,Product,145132,360-46-2065,54,33
8549,Dr. Jonathan Taylor,Female,China,"French, Arabic",Sales,131274,340-57-7668,33,12
8550,Nicholas Christensen,Male,USA,Hindi,Product,146026,312-73-7652,35,14
8551,Jennifer Juarez,Male,USA,French,Marketing,75626,279-60-1456,32,11
8552,Ryan Klein,Male,USA,"French, Arabic",Finance,60261,485-27-6168,52,31
8553,Justin Thompson,Female,India,"Mandarin, Hindi",Marketing,87262,312-76-7981,22,1
8554,Adam Mitchell,Female,USA,"Spanish, Hindi",Administrative,97727,511-06-7446,48,27
8555,Paul Lee,Male,USA,None,Legal,65451,070-65-4024,49,28
8556,Peter Cooper,Male,USA,Mandarin,Sales,94810,018-15-5755,48,27
8557,Micheal Hutchinson,Male,Taiwan,Mandarin,Operations,70720,427-96-1939,64,43
8558,Barbara Smith,Male,Canada,None,I/T,96798,730-62-1852,38,17
8559,Travis Sheppard,Male,USA,None,Product,135484,217-05-8693,29,8
8560,Krystal Holden,Female,USA,Arabic,Human Resource,117402,426-20-4880,35,14
8561,Jeremy Pope,Male,USA,None,Administrative,122982,601-83-2797,34,13
8562,Holly Stevens,Female,USA,Hindi,Human Resource,94802,450-95-2050,37,16
8563,Jacob Thompson,Male,USA,None,I/T,148070,379-62-9152,45,24
8564,David Cook,Female,China,"Arabic, Mandarin",Sales,79099,675-54-2172,23,2
8565,Crystal Walker,Female,USA,"French, Arabic",Administrative,137160,213-46-8949,60,39
8566,John Alexander,Male,USA,French,Product,105902,078-30-9437,24,3
8567,Heather Lowery DDS,Male,China,Mandarin,Finance,76062,087-43-7874,27,6
8568,Benjamin Greer,Male,India,None,I/T,63428,776-59-6970,56,35
8569,Bailey White,Male,Canada,None,Operations,85260,262-53-6616,64,43
8570,Kimberly Chavez,Male,South Korea,"Spanish, French",Human Resource,63998,629-99-8333,57,36
8571,William Buchanan,Female,USA,None,Human Resource,102929,752-11-4948,37,16
8572,Travis Johnson,Female,USA,None,Operations,50713,532-27-0812,42,21
8573,James Brooks,Female,USA,French,Human Resource,81622,630-45-9410,40,19
8574,John Zhang,Male,USA,Mandarin,Product,114659,600-72-9524,41,20
8575,Kimberly Singleton,Male,India,"Arabic, Hindi",I/T,66195,324-49-4004,48,27
8576,Keith Mcintosh,Female,USA,None,Product,149994,043-31-2871,33,12
8577,Sarah Wall,Male,USA,None,Product,65785,160-09-8828,31,10
8578,Matthew Burgess,Male,USA,Mandarin,Human Resource,137872,428-52-1975,31,10
8579,Maria Baker,Male,USA,None,Product,128632,454-62-1984,55,34
